id	selected_rank	oracle_rank	top1_chrfpp	selected_chrfpp	oracle_chrfpp	selected_delta_vs_top1	oracle_gain_vs_top1	gap_selected_to_oracle	selected_relation_vs_top1	selected_matches_oracle_rank	oracle_not_rank1	selected_source_overlap	top1_source_overlap	oracle_source_overlap	selected_len_ratio	top1_len_ratio	oracle_len_ratio	decision_label_for_10b	source	selected_matched_source	selected_candidate	top1_candidate	oracle_candidate	reference
b.JOH.1.19	1	5	24.527813	24.527813	31.628824	0.000000	7.101011	7.101011	tie	false	true	0.272727	0.272727	0.153846	0.813433	0.813433	1.052239	SWAP_TO_RANK_5	And this is the record of John, when the Jews sent priests and Levites from Jerusalem to ask him, Who art thou?	About whom, when I was at Jerusalem, the chief priests and the elders of the Jews informed me, desiring to have judgment against him.	ⲈⲦⲀⲒϢⲈ ⲆⲈ ⲈϨⲢⲎⲒ ⲈⲒⲈⲢⲞⲤⲀⲖⲎⲘ ⲀⲨⲞⲨⲞⲚϨⲞⲨ ⲚϪⲈⲚⲒⲀⲢⲬⲎⲈⲢⲈⲨⲤ ⲚⲈⲘ ⲚⲒⲠⲢⲈⲤⲂⲨⲦⲈⲢⲞⲤ ⲚⲦⲈⲚⲒⲒⲞⲨⲆⲀⲒ ⲈⲨⲈⲢⲈⲦⲒⲚ ϦⲀⲢⲞϤ ⲚⲞⲨⲔⲀⲦⲀⲦⲒⲔⲎ.	ⲈⲦⲀⲒϢⲈ ⲆⲈ ⲈϨⲢⲎⲒ ⲈⲒⲈⲢⲞⲤⲀⲖⲎⲘ ⲀⲨⲞⲨⲞⲚϨⲞⲨ ⲚϪⲈⲚⲒⲀⲢⲬⲎⲈⲢⲈⲨⲤ ⲚⲈⲘ ⲚⲒⲠⲢⲈⲤⲂⲨⲦⲈⲢⲞⲤ ⲚⲦⲈⲚⲒⲒⲞⲨⲆⲀⲒ ⲈⲨⲈⲢⲈⲦⲒⲚ ϦⲀⲢⲞϤ ⲚⲞⲨⲔⲀⲦⲀⲦⲒⲔⲎ.	ⲈⲦⲀϤⲒ ⲆⲈ ⲀⲨⲞϨⲒ ⲈⲢⲀⲦⲞⲨ ϦⲀⲢⲞϤ ⲚϪⲈⲚⲒⲒⲞⲨⲆⲀⲒ ⲈⲦⲀⲨⲒ ⲈϦⲢⲎⲒ ⲈⲂⲞⲖ ϦⲈⲚⲒⲈⲢⲞⲤⲀⲖⲎⲘ ⲈⲨⲒⲚⲒ ⲚⲞⲨⲘⲎϢ ⲚⲖⲰⲒϪⲒ ⲈⲨϨⲞⲢϢ ⲈϨⲢⲎⲒ ⲈϪⲰϤ ⲚⲀⲒ ⲈⲦⲈⲘⲠⲞⲨϢϪⲈⲘϪⲞⲘ ⲚⲦⲀϨⲰⲞⲨ ⲈⲢⲀⲦⲞⲨ	ⲞⲨⲞϨ ⲐⲀⲒ ⲦⲈ ϮⲘⲈⲦⲘⲈⲐⲢⲈ ⲚⲦⲈⲒⲰⲀⲚⲚⲎⲤ ϨⲞⲦⲈ ⲈⲦⲀⲨⲞⲨⲰⲢⲠ ϨⲀⲢⲞϤ ⲚϪⲈⲚⲒⲒⲞⲨⲆⲀⲒ ⲈⲂⲞⲖ ϦⲈⲚⲒⲈⲢⲞⲤⲀⲖⲎⲘ ⲚϨⲀⲚⲞⲨⲎⲂ ⲚⲈⲘ ϨⲀⲚⲖⲈⲨⲒⲦⲎⲤ ϨⲒⲚⲀ ⲚⲦⲞⲨϢⲈⲚϤ ϪⲈ ⲚⲐⲞⲔ ⲚⲒⲘ.
b.JOH.1.2	1	7	13.676504	13.676504	26.992896	0.000000	13.316392	13.316392	tie	false	true	0.166667	0.166667	0.100000	0.875000	0.875000	2.156250	SWAP_TO_RANK_7	The same was in the beginning with God.	All these are the beginning of sorrows.	ⲚⲀⲒ ⲆⲈ ⲦⲎⲢⲞⲨ ϨⲎ ⲚⲚⲒⲚⲀⲔϨⲒ ⲚⲈ.	ⲚⲀⲒ ⲆⲈ ⲦⲎⲢⲞⲨ ϨⲎ ⲚⲚⲒⲚⲀⲔϨⲒ ⲚⲈ.	ϪⲈ ⲪⲀⲒ ⲠⲈ ⲠⲒⲰϢ ⲪⲎ ⲈⲦⲀⲢⲈⲦⲈⲚⲤⲞⲐⲘⲈϤ ⲒⲤϪⲈⲚ ϨⲎ ϨⲒⲚⲀ ⲚⲦⲈⲦⲈⲚⲘⲈⲚⲢⲈ ⲚⲈⲦⲈⲚⲈⲢⲎⲞⲨ	ⲪⲀⲒ ⲈⲚⲀϤⲬⲎ ⲒⲤϪⲈⲚ ϨⲎ ϦⲀⲦⲈⲚ ⲪⲚⲞⲨϮ.
b.JOH.1.20	1	5	24.319178	24.319178	27.474246	0.000000	3.155068	3.155068	tie	false	true	0.117647	0.117647	0.130435	1.193548	1.193548	1.161290	AMBIGUOUS	And he confessed, and denied not; but confessed, I am not the Christ.	And many that believed came, and confessed, and shewed their deeds.	ⲞⲨⲘⲎϢ ⲆⲈ ⲈⲂⲞⲖ ϦⲈⲚⲚⲎ ⲈⲦⲀⲨⲚⲀϨϮ ⲚⲀⲨⲚⲎⲞⲨ ⲠⲈ ⲈⲨⲞⲨⲰⲚϨ ⲈⲂⲞⲖ ⲞⲨⲞϨ ⲈⲨϪⲰ ⲚⲚⲞⲨϨⲂⲎⲞⲨⲒ.	ⲞⲨⲘⲎϢ ⲆⲈ ⲈⲂⲞⲖ ϦⲈⲚⲚⲎ ⲈⲦⲀⲨⲚⲀϨϮ ⲚⲀⲨⲚⲎⲞⲨ ⲠⲈ ⲈⲨⲞⲨⲰⲚϨ ⲈⲂⲞⲖ ⲞⲨⲞϨ ⲈⲨϪⲰ ⲚⲚⲞⲨϨⲂⲎⲞⲨⲒ.	ⲞⲨⲞϨ ⲚⲦⲈⲖⲀⲤ ⲚⲒⲂⲈⲚ ⲞⲨⲰⲚϨ ⲈⲂⲞⲖ ϪⲈ ⲠϬⲞⲒⲤ ⲒⲎⲤⲞⲨⲤ ⲠⲬⲢⲒⲤⲦⲞⲤ ⲈⲨⲰⲞⲨ ⲘⲪⲚⲞⲨϮ ⲪⲒⲰⲦ.	ⲞⲨⲞϨ ⲀϤⲞⲨⲰⲚϨ ⲘⲠⲈϤϪⲰⲖ ⲈⲂⲞⲖ ⲞⲨⲞϨ ⲀϤⲞⲨⲰⲚϨ ϪⲈ ⲀⲚⲞⲔ ⲀⲚ ⲠⲈ ⲠⲬⲢⲒⲤⲦⲞⲤ.
b.JOH.1.21	1	3	35.286949	35.286949	35.753907	0.000000	0.466958	0.466958	tie	false	true	0.259259	0.259259	0.166667	1.230769	1.230769	1.820513	AMBIGUOUS	And they asked him, What then? Art thou Elias? And he saith, I am not. Art thou that prophet? And he answered, No.	And Pilate asked him, saying, Art thou the King of the Jews? And he answered him and said, Thou sayest it.	ⲠⲒⲖⲀⲦⲞⲤ ⲆⲈ ⲀϤϢⲈⲚϤ ⲈϤϪⲰ ⲘⲘⲞⲤ ϪⲈ ⲚⲐⲞⲔ ⲠⲈ ⲠⲞⲨⲢⲞ ⲚⲦⲈⲚⲒⲒⲞⲨⲆⲀⲒ ⲚⲐⲞϤ ⲆⲈ ⲀϤⲈⲢⲞⲨⲰ ⲚⲀϤ ϪⲈ ⲚⲐⲞⲔ ⲠⲈⲦϪⲰ ⲘⲘⲞⲤ.	ⲠⲒⲖⲀⲦⲞⲤ ⲆⲈ ⲀϤϢⲈⲚϤ ⲈϤϪⲰ ⲘⲘⲞⲤ ϪⲈ ⲚⲐⲞⲔ ⲠⲈ ⲠⲞⲨⲢⲞ ⲚⲦⲈⲚⲒⲒⲞⲨⲆⲀⲒ ⲚⲐⲞϤ ⲆⲈ ⲀϤⲈⲢⲞⲨⲰ ⲚⲀϤ ϪⲈ ⲚⲐⲞⲔ ⲠⲈⲦϪⲰ ⲘⲘⲞⲤ.	ⲒⲎⲤⲞⲨⲤ ⲆⲈ ⲀϤⲞϨⲒ ⲈⲢⲀⲦϤ ⲘⲠⲈⲘⲐⲞ ⲘⲠⲒϨⲎ ⲄⲈⲘⲰⲚ ⲞⲨⲞϨ ⲀϤϢⲈⲚϤ ⲚϪⲈⲠⲒϨⲎⲄⲈⲘⲰⲚ ⲈϤϪⲰ ⲘⲘⲞⲤ ϪⲈ ⲚⲐⲞⲔ ⲠⲈ ⲠⲞⲨⲢⲞ ⲚⲦⲈⲚⲒⲒⲞⲨⲆⲀⲒ ⲒⲎⲤⲞⲨⲤ ⲆⲈ ⲠⲈϪⲀϤ ϪⲈ ⲚⲐⲞⲔ ⲠⲈⲦⲀⲔϪⲰ ⲘⲘⲞⲤ.	ⲞⲨⲞϨ ⲀⲨϢⲈⲚϤ ϪⲈ ⲚⲐⲞⲔ ⲠⲈ ⲎⲖⲒⲀⲤ ⲠⲈϪⲀϤ ϪⲈ ⲘⲘⲞⲚ ⲚⲐⲞⲔ ⲠⲈ ⲠⲒⲠⲢⲞⲪⲎⲦⲎⲤ ⲀϤⲈⲢⲞⲨⲰ ϪⲈ ⲘⲘⲞⲚ.
b.JOH.1.22	3	3	15.058403	25.262998	25.262998	10.204595	10.204595	0.000000	better	true	true	0.281250	0.166667	0.281250	1.132530	0.734940	1.132530	SWAP_TO_RANK_3	Then said they unto him, Who art thou? that we may give an answer to them that sent us. What sayest thou of thyself?	Then said they all, Art thou then the Son of God? And he said unto them, Ye say that I am.	ⲠⲈϪⲰⲞⲨ ⲆⲈ ⲦⲎⲢⲞⲨ ϪⲈ ⲚⲐⲞⲔ ⲞⲨⲚ ⲠⲈ ⲠϢⲎⲢⲒ ⲘⲪⲚⲞⲨϮ ⲚⲐⲞϤ ⲆⲈ ⲠⲈϪⲀϤ ⲚⲰⲞⲨ ϪⲈ ⲚⲐⲰⲦⲈⲚ ⲈⲦϪⲰ ⲘⲘⲞⲤ ϪⲈ ⲀⲚⲞⲔ ⲠⲈ.	ⲚⲐⲞϤ ⲆⲈ ⲠⲈϪⲀϤ ⲚⲀϤ ϪⲈ ⲞⲨ ⲈⲦⲤϦⲎⲞⲨⲦ ϦⲈⲚⲠⲒⲚⲞⲘⲞⲤ ⲒⲈ ⲀⲔⲰϢ ⲚⲀϢ ⲚⲢⲎϮ.	ⲠⲈϪⲰⲞⲨ ⲆⲈ ⲦⲎⲢⲞⲨ ϪⲈ ⲚⲐⲞⲔ ⲞⲨⲚ ⲠⲈ ⲠϢⲎⲢⲒ ⲘⲪⲚⲞⲨϮ ⲚⲐⲞϤ ⲆⲈ ⲠⲈϪⲀϤ ⲚⲰⲞⲨ ϪⲈ ⲚⲐⲰⲦⲈⲚ ⲈⲦϪⲰ ⲘⲘⲞⲤ ϪⲈ ⲀⲚⲞⲔ ⲠⲈ.	ⲠⲈϪⲰⲞⲨ ⲚⲀϤ ⲞⲨⲚ ϪⲈ ⲚⲐⲞⲔ ⲚⲒⲘ ϨⲒⲚⲀ ⲚⲦⲈⲚϪⲈⲘⲠϢⲒⲚⲒ ⲚⲚⲎ ⲈⲦⲀⲨⲦⲀⲞⲨⲞⲚ ⲞⲨ ⲠⲈⲦⲈⲔϪⲰ ⲘⲘⲞϤ ⲈⲐⲂⲎⲦⲔ.
b.JOH.1.23	1	2	44.963966	44.963966	45.157919	0.000000	0.193953	0.193953	tie	false	true	0.466667	0.466667	0.500000	1.281553	1.281553	1.155340	AMBIGUOUS	He said, I am the voice of one crying in the wilderness, Make straight the way of the Lord, as said the prophet Esaias.	For this is he that was spoken of by the prophet Esaias, saying, The voice of one crying in the wilderness, Prepare ye the way of the Lord, make his paths straight.	ⲪⲀⲒ ⲄⲀⲢ ⲪⲎ ⲈⲦⲀϤϪⲞϤ ⲈⲂⲞⲖ ϨⲒⲦⲞⲦϤ ⲚⲎⲤⲀⲒⲀⲤ ⲠⲒⲠⲢⲞⲪⲎⲦⲎⲤ ⲈϤϪⲰ ⲘⲘⲞⲤ ϪⲈ ⲦⲤⲘⲎ ⲘⲪⲎ ⲈⲦⲰϢ ⲈⲂⲞⲖ ϨⲒ ⲠϢⲀϤⲈ ϪⲈ ⲤⲈⲂⲦⲈ ⲪⲘⲰⲒⲦ ⲘⲠϬⲞⲒⲤ ⲤⲞⲨⲦⲰⲚ ⲚⲚⲈϤⲘⲀⲚⲘⲞϢⲒ.	ⲪⲀⲒ ⲄⲀⲢ ⲪⲎ ⲈⲦⲀϤϪⲞϤ ⲈⲂⲞⲖ ϨⲒⲦⲞⲦϤ ⲚⲎⲤⲀⲒⲀⲤ ⲠⲒⲠⲢⲞⲪⲎⲦⲎⲤ ⲈϤϪⲰ ⲘⲘⲞⲤ ϪⲈ ⲦⲤⲘⲎ ⲘⲪⲎ ⲈⲦⲰϢ ⲈⲂⲞⲖ ϨⲒ ⲠϢⲀϤⲈ ϪⲈ ⲤⲈⲂⲦⲈ ⲪⲘⲰⲒⲦ ⲘⲠϬⲞⲒⲤ ⲤⲞⲨⲦⲰⲚ ⲚⲚⲈϤⲘⲀⲚⲘⲞϢⲒ.	ⲘⲪⲢⲎϮ ⲈⲦⲤϦⲎⲞⲨⲦ ϨⲒ ⲠϪⲰⲘ ⲚⲚⲒⲤⲀϪⲒ ⲚⲦⲈⲎⲤⲀⲒⲀⲤ ⲠⲒⲠⲢⲞⲪⲎⲦⲎⲤ ⲦⲤⲘⲎ ⲘⲠⲈⲦⲰϢ ⲈⲂⲞⲖ ϨⲒ ⲠϢⲀϤⲈ ϪⲈ ⲤⲈⲂⲦⲈ ⲪⲘⲰⲒⲦ ⲘⲠϬⲞⲒⲤ ⲤⲞⲨⲦⲰⲚ ⲚⲚⲈϤⲘⲀⲚⲘⲞϢⲒ.	ⲠⲈϪⲀϤ ϪⲈ ⲀⲚⲞⲔ ⲠⲈ ϮⲤⲘⲎ ⲈⲦⲰϢ ⲈⲂⲞⲖ ϨⲒ ⲠϢⲀϤⲈ ϪⲈ ⲤⲞⲨⲦⲈⲚ ⲠⲒⲘⲰⲒⲦ ⲚⲦⲈⲠϬⲞⲒⲤ ⲘⲪⲢⲎϮ ⲈⲦⲀϤϪⲞⲤ ⲚϪⲈⲎⲤⲀⲒⲀⲤ ⲠⲒⲠⲢⲞⲪⲎ ⲦⲎⲤ.
b.JOH.1.24	2	1	43.365112	29.615672	43.365112	-13.749440	0.000000	13.749440	worse	false	false	0.333333	0.160000	0.160000	2.027778	2.916667	2.916667	KEEP_TOP1	And they which were sent were of the Pharisees.	Then came to Jesus scribes and Pharisees, which were of Jerusalem, saying,	ⲦⲞⲦⲈ ⲀⲨⲒ ϨⲀ ⲒⲎⲤⲞⲨⲤ ⲈⲂⲞⲖ ϦⲈⲚⲒⲈⲢⲞⲤⲀⲖⲎⲘ ⲚϪⲈϨⲀⲚⲪⲀⲢⲒⲤⲈⲞⲤ ⲚⲈⲘ ϨⲀⲚⲤⲀϦ ⲈⲨϪⲰ ⲘⲘⲞⲤ.	ⲚⲀⲨϮϨⲞ ⲈⲢⲞϤ ⲠⲈ ⲚϪⲈⲞⲨⲀⲒ ⲈⲂⲞⲖ ϦⲈⲚⲚⲒⲪⲀⲢⲒⲤⲈⲞⲤ ϨⲒⲚⲀ ⲚⲦⲈϤⲞⲨⲰⲘ ⲚⲈⲘⲀϤ ⲞⲨⲞϨ ⲈⲦⲀϤϢⲈ ⲈϦⲞⲨⲚ ⲈⲠⲎⲒ ⲘⲠⲒⲪⲀⲢⲒⲤⲈⲞⲤ ⲀϤⲢⲰⲦⲈⲂ.	ⲚⲀⲨϮϨⲞ ⲈⲢⲞϤ ⲠⲈ ⲚϪⲈⲞⲨⲀⲒ ⲈⲂⲞⲖ ϦⲈⲚⲚⲒⲪⲀⲢⲒⲤⲈⲞⲤ ϨⲒⲚⲀ ⲚⲦⲈϤⲞⲨⲰⲘ ⲚⲈⲘⲀϤ ⲞⲨⲞϨ ⲈⲦⲀϤϢⲈ ⲈϦⲞⲨⲚ ⲈⲠⲎⲒ ⲘⲠⲒⲪⲀⲢⲒⲤⲈⲞⲤ ⲀϤⲢⲰⲦⲈⲂ.	ⲞⲨⲞϨ ⲚⲈⲀⲨⲞⲨⲰⲢⲠ ⲠⲈ ⲈⲂⲞⲖ ϦⲈⲚⲚⲒⲪⲀⲢⲒⲤⲈⲞⲤ
b.JOH.1.25	5	7	13.710402	26.114134	37.552085	12.403732	23.841683	11.437951	better	false	true	0.290323	0.304348	0.250000	1.234043	0.446809	0.893617	SWAP_TO_RANK_7	And they asked him, and said unto him, Why baptizest thou then, if thou be not that Christ, nor Elias, neither that prophet?	And he said unto him, If they hear not Moses and the prophets, neither will they be persuaded, though one rose from the dead.	ⲠⲈϪⲀϤ ⲆⲈ ⲚⲀϤ ϪⲈ ⲒⲤϪⲈ ⲤⲈⲚⲀⲤⲰⲦⲈⲘ ⲀⲚ ⲚⲤⲀⲘⲰⲨⲤⲎⲤ ⲚⲈⲘ ⲚⲒⲠⲢⲞⲪⲎⲦⲎⲤ ⲞⲨⲆⲈ ⲀⲢⲈϢⲀⲚ ⲞⲨⲀⲒ ⲦⲰⲚϤ ⲈⲂⲞⲖ ϦⲈⲚⲚⲎ ⲈⲐⲘⲰⲞⲨⲦ ⲠⲞⲨϨⲎⲦ ⲚⲀⲐⲰⲦ ⲀⲚ.	ⲚⲐⲰⲞⲨ ⲆⲈ ⲠⲈϪⲰⲞⲨ ⲚⲀϤ ϪⲈ ⲬⲞⲨⲰϢ ⲈⲤⲈⲂⲦⲰⲦϤ ⲐⲰⲚ.	ⲞⲨⲞϨ ⲀⲨϢⲈⲚϤ ⲚϪⲈⲚⲒⲘⲀⲐⲎⲦⲎⲤ ⲈⲨϪⲰ ⲘⲘⲞⲤ ϪⲈ ⲈⲐⲂⲈⲞⲨ ⲚⲒⲤⲀϦ ⲤⲈϪⲰ ⲘⲘⲞⲤ ϪⲈ ⲎⲖⲒⲀⲤ ⲠⲈⲐⲚⲎⲞⲨ ⲚϢⲞⲢⲠ.	ⲞⲨⲞϨ ⲀⲨϢⲈⲚϤ ⲈⲨϪⲰ ⲘⲘⲞⲤ ⲚⲀϤ ϪⲈ ⲈⲐⲂⲈⲞⲨ ⲔϮⲰⲘⲤ ⲒⲤϪⲈ ⲚⲐⲞⲔ ⲀⲚ ⲠⲈ ⲠⲬⲢⲒⲤⲦⲞⲤ ⲞⲨⲆⲈ ⲎⲖⲒⲀⲤ ⲞⲨⲆⲈ ⲠⲒⲠⲢⲞⲪⲎⲦⲎⲤ.
b.JOH.1.26	1	1	54.304907	54.304907	54.304907	0.000000	0.000000	0.000000	tie	true	false	0.307692	0.307692	0.307692	1.696429	1.696429	1.696429	KEEP_TOP1	John answered them, saying, I baptize with water: but there standeth one among you, whom ye know not;	John answered, saying unto them all, I indeed baptize you with water; but one mightier than I cometh, the latchet of whose shoes I am not worthy to unloose: he shall baptize you with the Holy Ghost and with fire:	ⲀϤⲈⲢⲞⲨⲰ ⲚⲰⲞⲨ ⲦⲎⲢⲞⲨ ⲚϪⲈⲒⲰⲀⲚⲚⲎⲤ ⲈϤϪⲰ ⲘⲘⲞⲤ ϪⲈ ⲀⲚⲞⲔ ⲘⲈⲚ ϮⲰⲘⲤ ⲘⲘⲰⲦⲈⲚ ϦⲈⲚⲞⲨⲘⲰⲞⲨ ϤⲚⲎⲞⲨ ⲆⲈ ⲚϪⲈⲠⲈⲦϪⲞⲢ ⲈⲢⲞⲒ ⲪⲎ ⲈⲦⲈ ⲚϮⲘⲠϢⲀ ⲀⲚ ⲈϮⲞⲨⲰ ⲚⲞⲨⲘⲞⲨⲤⲈⲢ ⲚⲦⲈⲠⲈϤⲐⲰⲞⲨⲒ ⲚⲐⲞϤ ⲈϤⲈⲈⲘⲤ ⲐⲎⲚⲞⲨ ϦⲈⲚⲞⲨⲠⲚⲈⲨⲘⲀⲈϤⲞⲨⲀⲂ ⲚⲈⲘ ⲞⲨⲬⲢⲰⲘ.	ⲀϤⲈⲢⲞⲨⲰ ⲚⲰⲞⲨ ⲦⲎⲢⲞⲨ ⲚϪⲈⲒⲰⲀⲚⲚⲎⲤ ⲈϤϪⲰ ⲘⲘⲞⲤ ϪⲈ ⲀⲚⲞⲔ ⲘⲈⲚ ϮⲰⲘⲤ ⲘⲘⲰⲦⲈⲚ ϦⲈⲚⲞⲨⲘⲰⲞⲨ ϤⲚⲎⲞⲨ ⲆⲈ ⲚϪⲈⲠⲈⲦϪⲞⲢ ⲈⲢⲞⲒ ⲪⲎ ⲈⲦⲈ ⲚϮⲘⲠϢⲀ ⲀⲚ ⲈϮⲞⲨⲰ ⲚⲞⲨⲘⲞⲨⲤⲈⲢ ⲚⲦⲈⲠⲈϤⲐⲰⲞⲨⲒ ⲚⲐⲞϤ ⲈϤⲈⲈⲘⲤ ⲐⲎⲚⲞⲨ ϦⲈⲚⲞⲨⲠⲚⲈⲨⲘⲀⲈϤⲞⲨⲀⲂ ⲚⲈⲘ ⲞⲨⲬⲢⲰⲘ.	ⲀϤⲈⲢⲞⲨⲰ ⲚⲰⲞⲨ ⲦⲎⲢⲞⲨ ⲚϪⲈⲒⲰⲀⲚⲚⲎⲤ ⲈϤϪⲰ ⲘⲘⲞⲤ ϪⲈ ⲀⲚⲞⲔ ⲘⲈⲚ ϮⲰⲘⲤ ⲘⲘⲰⲦⲈⲚ ϦⲈⲚⲞⲨⲘⲰⲞⲨ ϤⲚⲎⲞⲨ ⲆⲈ ⲚϪⲈⲠⲈⲦϪⲞⲢ ⲈⲢⲞⲒ ⲪⲎ ⲈⲦⲈ ⲚϮⲘⲠϢⲀ ⲀⲚ ⲈϮⲞⲨⲰ ⲚⲞⲨⲘⲞⲨⲤⲈⲢ ⲚⲦⲈⲠⲈϤⲐⲰⲞⲨⲒ ⲚⲐⲞϤ ⲈϤⲈⲈⲘⲤ ⲐⲎⲚⲞⲨ ϦⲈⲚⲞⲨⲠⲚⲈⲨⲘⲀⲈϤⲞⲨⲀⲂ ⲚⲈⲘ ⲞⲨⲬⲢⲰⲘ.	ⲀϤⲈⲢⲞⲨⲰ ⲚⲰⲞⲨ ⲚϪⲈⲒⲰⲀⲚⲚⲎⲤ ⲈϤϪⲰ ⲘⲘⲞⲤ ϪⲈ ⲀⲚⲞⲔ ϮⲰⲘⲤ ⲘⲘⲰⲦⲈⲚ ϦⲈⲚⲞⲨⲘⲰⲞⲨ ϤⲞϨⲒ ⲈⲢⲀⲦϤ ϦⲈⲚⲦⲈⲦⲈⲚⲘⲎϮ ⲚϪⲈⲪⲎ ⲈⲦⲈⲦⲈⲚⲤⲰⲞⲨⲚ ⲘⲘⲞϤ ⲀⲚ
b.JOH.1.27	1	3	35.307155	35.307155	44.943290	0.000000	9.636135	9.636135	tie	false	true	0.230769	0.230769	0.256410	2.300000	2.300000	2.285714	SWAP_TO_RANK_3	He it is, who coming after me is preferred before me, whose shoe's latchet I am not worthy to unloose.	And as John fulfilled his course, he said, Whom think ye that I am? I am not he. But, behold, there cometh one after me, whose shoes of his feet I am not worthy to loose.	ⲈⲦⲀ ⲒⲰⲀⲚⲚⲎⲤ ⲆⲈ ϪⲰⲔ ⲘⲠⲈϤⲆⲢⲞⲘⲞⲤ ⲈⲂⲞⲖ ⲚⲀϤⲬⲰ ⲘⲘⲞⲤ ϪⲈ ⲀⲢⲈⲦⲈⲚⲘⲈⲨⲒ ϪⲈ ⲀⲚⲞⲔ ⲚⲒⲘ ⲀⲚⲞⲔ ⲄⲀⲢ ⲀⲚ ⲠⲈ ⲀⲖⲖⲀ ϨⲎⲠⲠⲈ ⲈϤⲚⲎⲞⲨ ⲘⲈⲚⲈⲚⲤⲰⲒ ⲚϪⲈⲪⲎ ⲈⲦⲈⲚϮⲘⲠϢⲀ ⲀⲚ ⲈϮⲞⲨⲰ ⲘⲠⲒⲐⲰⲞⲨⲒ ⲚⲦⲈⲚⲈϤϬⲀⲖⲀⲨϪ.	ⲈⲦⲀ ⲒⲰⲀⲚⲚⲎⲤ ⲆⲈ ϪⲰⲔ ⲘⲠⲈϤⲆⲢⲞⲘⲞⲤ ⲈⲂⲞⲖ ⲚⲀϤⲬⲰ ⲘⲘⲞⲤ ϪⲈ ⲀⲢⲈⲦⲈⲚⲘⲈⲨⲒ ϪⲈ ⲀⲚⲞⲔ ⲚⲒⲘ ⲀⲚⲞⲔ ⲄⲀⲢ ⲀⲚ ⲠⲈ ⲀⲖⲖⲀ ϨⲎⲠⲠⲈ ⲈϤⲚⲎⲞⲨ ⲘⲈⲚⲈⲚⲤⲰⲒ ⲚϪⲈⲪⲎ ⲈⲦⲈⲚϮⲘⲠϢⲀ ⲀⲚ ⲈϮⲞⲨⲰ ⲘⲠⲒⲐⲰⲞⲨⲒ ⲚⲦⲈⲚⲈϤϬⲀⲖⲀⲨϪ.	ⲀⲚⲞⲔ ⲘⲈⲚ ⲄⲀⲢ ϮⲰⲘⲤ ⲘⲘⲰⲦⲈⲚ ϦⲈⲚⲞⲨⲘⲰⲞⲨ ⲈⲨⲘⲈⲦⲀⲚⲞⲒⲀ ⲪⲎ ⲆⲈ ⲈⲐⲚⲎⲞⲨ ⲘⲈⲚⲈⲚⲤⲰⲒ ϤϪⲞⲢ ⲈϨⲞⲦⲈⲢⲞⲒ ⲪⲎ ⲈⲦⲈⲚϮⲘⲠϢⲀ ⲀⲚ ⲈϤⲀⲒ ⲘⲠⲈϤⲐⲰⲞⲨⲒ ⲚⲐⲞϤ ⲈϤⲈⲈⲘⲤ ⲐⲎⲚⲞⲨ ϦⲈⲚⲞⲨⲠⲚⲈⲨⲘⲀⲈϤⲞⲨⲀⲂ ⲚⲈⲘ ⲞⲨⲬⲢⲰⲘ.	ⲪⲎ ⲈⲐⲚⲎⲞⲨ ⲘⲈⲚⲈⲚⲤⲰⲒ ⲪⲎ ⲈⲦⲈⲚϮⲘⲠϢⲀ ⲀⲚ ϨⲒⲚⲀ ⲚⲦⲀϮⲞⲨⲰ ⲚⲞⲨⲘⲞⲨⲤⲈⲢ ⲚⲦⲈⲠⲈϤⲐⲰⲞⲨⲒ.
