pair_id	source	pair_type	language_script_a	language_script_b	group	item_index	text_a	text_b	note
roundtrip:dtp_Latn:10:src_eng	roundtrip	roundtrip_src_eng	dtp_Latn	eng_Latn	v5_target	10	Om koposik poddi i Yusup , om wonsoyo' no dau o miagal di pinoboros di moloikat do Tuhan dot id dau . Om kowino' no dau i Maria .	And Joseph did as the angel of the Lord had said to him , and took her as his wife ;	roundtrip_source_to_english
roundtrip:dtp_Latn:10:src_pivot	roundtrip	roundtrip_src_pivot	dtp_Latn	xav_Latn	v5_target	10	Om koposik poddi i Yusup , om wonsoyo' no dau o miagal di pinoboros di moloikat do Tuhan dot id dau . Om kowino' no dau i Maria .	Tawamhã Zuzé hã utu wamhã , hâiwa hawi Wanhib'apito ma romhuri'wa te te tãma ĩwaihu'uzéb zarina , ma tô ãma timro oto , Marizaha ãma , awa'awi .	roundtrip_source_to_pivot
roundtrip:dtp_Latn:10:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	xav_Latn	v5_target	10	And Joseph did as the angel of the Lord had said to him , and took her as his wife ;	Tawamhã Zuzé hã utu wamhã , hâiwa hawi Wanhib'apito ma romhuri'wa te te tãma ĩwaihu'uzéb zarina , ma tô ãma timro oto , Marizaha ãma , awa'awi .	roundtrip_english_to_pivot
roundtrip:dtp_Latn:11:src_eng	roundtrip	roundtrip_src_eng	dtp_Latn	eng_Latn	v5_target	11	Nga' solinaid nopo dit a' po i Maria nosusu di tanak diri , om a' po i Yusup duminudun di Maria do miagal di wonsoyon do tulun di misasawo . Om kosusu noddi i tanak diri , om pungaranai no di Yusup iyau dot i Yesus .	And he had no connection with her till she had given birth to a son ; and he gave him the name Jesus .	roundtrip_source_to_english
roundtrip:dtp_Latn:11:src_pivot	roundtrip	roundtrip_src_pivot	dtp_Latn	xav_Latn	v5_target	11	Nga' solinaid nopo dit a' po i Maria nosusu di tanak diri , om a' po i Yusup duminudun di Maria do miagal di wonsoyon do tulun di misasawo . Om kosusu noddi i tanak diri , om pungaranai no di Yusup iyau dot i Yesus .	Tane nherẽ , Zuzé hã te te sima ãma rosa'rata õ di a'â Marizaha ãma , ĩ'ra tãma waptã'ã õ ré . Taré te ĩré 'madâ . Tawamhã ĩ'ra tãma waptã'ã wamhã , Zuzé hã ma tô sisi , Zezusi na .	roundtrip_source_to_pivot
roundtrip:dtp_Latn:11:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	xav_Latn	v5_target	11	And he had no connection with her till she had given birth to a son ; and he gave him the name Jesus .	Tane nherẽ , Zuzé hã te te sima ãma rosa'rata õ di a'â Marizaha ãma , ĩ'ra tãma waptã'ã õ ré . Taré te ĩré 'madâ . Tawamhã ĩ'ra tãma waptã'ã wamhã , Zuzé hã ma tô sisi , Zezusi na .	roundtrip_english_to_pivot
roundtrip:dtp_Latn:12:src_eng	roundtrip	roundtrip_src_eng	dtp_Latn	eng_Latn	v5_target	12	I Yesus nopo om pinogkosusu do hilo'd bandar do Baitlahim , it id pomogunan do Yudia . Iri nopo raja' do tontok diri om i Horudis . Om tontok noddi do ruminikot do hilo'd Yorusalim o piro-piro tulun dit ongoilo do komoyon do rombituon . Tadon nopo diyolo' om hilo'd ponong id koulayon .	Now when the birth of Jesus took place in Beth-lehem of Judaea , in the days of Herod the king , there came wise men from the east to Jerusalem ,	roundtrip_source_to_english
roundtrip:dtp_Latn:12:src_pivot	roundtrip	roundtrip_src_pivot	dtp_Latn	xav_Latn	v5_target	12	I Yesus nopo om pinogkosusu do hilo'd bandar do Baitlahim , it id pomogunan do Yudia . Iri nopo raja' do tontok diri om i Horudis . Om tontok noddi do ruminikot do hilo'd Yorusalim o piro-piro tulun dit ongoilo do komoyon do rombituon . Tadon nopo diyolo' om hilo'd ponong id koulayon .	Tawamhã Zezusi hã ma tô podo , Berẽ na 'ri nho'õmo nhisi ãma , Zudeza na danhipti'a nho'õmo nhisi ãma . Apito Erodi hã , Izarazéhé nhihudu norĩ te te 're 'madâ'â za'ra mono ré , ma waptãrã . Waptã'ã parip si , ma tô wasi na romnhoré'wa norĩ hã aihutu Zeruzarẽ u , bâtâ pusizém hawi , rowaihu'u pese 'wa norĩ hã .	roundtrip_source_to_pivot
roundtrip:dtp_Latn:12:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	xav_Latn	v5_target	12	Now when the birth of Jesus took place in Beth-lehem of Judaea , in the days of Herod the king , there came wise men from the east to Jerusalem ,	Tawamhã Zezusi hã ma tô podo , Berẽ na 'ri nho'õmo nhisi ãma , Zudeza na danhipti'a nho'õmo nhisi ãma . Apito Erodi hã , Izarazéhé nhihudu norĩ te te 're 'madâ'â za'ra mono ré , ma waptãrã . Waptã'ã parip si , ma tô wasi na romnhoré'wa norĩ hã aihutu Zeruzarẽ u , bâtâ pusizém hawi , rowaihu'u pese 'wa norĩ hã .	roundtrip_english_to_pivot
roundtrip:dtp_Latn:13:src_eng	roundtrip	roundtrip_src_eng	dtp_Latn	eng_Latn	v5_target	13	Om boros ka diyolo' , “ Hinonggo i tanak di nosusu do sumiliu'd raja' do tulun do Yohudi ? Nokito dahai i rombituon dau do minimbulai do ponong id koulayon , om ruminikot diri iyahai'd hiti do mongoi tuku' dot id dau , ” ka diyolo' .	Saying , Where is the King of the Jews whose birth has now taken place ? We have seen his star in the east and have come to give him worship .	roundtrip_source_to_english
roundtrip:dtp_Latn:13:src_pivot	roundtrip	roundtrip_src_pivot	dtp_Latn	xav_Latn	v5_target	13	Om boros ka diyolo' , “ Hinonggo i tanak di nosusu do sumiliu'd raja' do tulun do Yohudi ? Nokito dahai i rombituon dau do minimbulai do ponong id koulayon , om ruminikot diri iyahai'd hiti do mongoi tuku' dot id dau , ” ka diyolo' .	Tawamhã te sô anharĩ za'ra , Zezusihi zô : — E mahãta 'watébrémi , zudezu norĩ nhib'apito da , ĩpodo hã . Wa norĩ hã wa tô 'madâ'â za'ra ni , wasi hã , bâtâ pusizém niwĩmhã , zudezu norĩ nhib'apito da , ĩpotozé te te ĩwasu'u hã . Taha wa , wa we ai'aba'ré ni , ãma wawata za'ra da . — Ãne ma tô sô anharĩ za'ra .	roundtrip_source_to_pivot
roundtrip:dtp_Latn:13:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	xav_Latn	v5_target	13	Saying , Where is the King of the Jews whose birth has now taken place ? We have seen his star in the east and have come to give him worship .	Tawamhã te sô anharĩ za'ra , Zezusihi zô : — E mahãta 'watébrémi , zudezu norĩ nhib'apito da , ĩpodo hã . Wa norĩ hã wa tô 'madâ'â za'ra ni , wasi hã , bâtâ pusizém niwĩmhã , zudezu norĩ nhib'apito da , ĩpotozé te te ĩwasu'u hã . Taha wa , wa we ai'aba'ré ni , ãma wawata za'ra da . — Ãne ma tô sô anharĩ za'ra .	roundtrip_english_to_pivot
roundtrip:dtp_Latn:14:src_eng	roundtrip	roundtrip_src_eng	dtp_Latn	eng_Latn	v5_target	14	Om kotigowo nopoddi i Raja' Horudis do nokorongou'ddi , om iri i tulun do hilo'd Yorusalim nga' nongkotigowo ngai' nogi' .	And when it came to the ears of Herod the king , he was troubled , and all Jerusalem with him .	roundtrip_source_to_english
roundtrip:dtp_Latn:14:src_pivot	roundtrip	roundtrip_src_pivot	dtp_Latn	xav_Latn	v5_target	14	Om kotigowo nopoddi i Raja' Horudis do nokorongou'ddi , om iri i tulun do hilo'd Yorusalim nga' nongkotigowo ngai' nogi' .	Tawamhã apito Erodi te te wapari wamhã , hâtâ'â uptabi di , uburé Zeruzarẽ ãma 're ĩdasi'ubumroi mono norĩ zama .	roundtrip_source_to_pivot
roundtrip:dtp_Latn:14:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	xav_Latn	v5_target	14	And when it came to the ears of Herod the king , he was troubled , and all Jerusalem with him .	Tawamhã apito Erodi te te wapari wamhã , hâtâ'â uptabi di , uburé Zeruzarẽ ãma 're ĩdasi'ubumroi mono norĩ zama .	roundtrip_english_to_pivot
roundtrip:dtp_Latn:15:src_eng	roundtrip	roundtrip_src_eng	dtp_Latn	eng_Latn	v5_target	15	Om lohowo' ngai' noddi di Horudis i boyoon dot imam om i guru do Tourat do tumimung . Om uhoto' no dau iyolo' , “ Honggo kosusuon di Raja' di pinabatos mantad do Kinorohingan ? ” ka dau .	And he got together all the chief priests and scribes of the people , questioning them as to where the birth-place of the Christ would be .	roundtrip_source_to_english
roundtrip:dtp_Latn:15:src_pivot	roundtrip	roundtrip_src_pivot	dtp_Latn	xav_Latn	v5_target	15	Om lohowo' ngai' noddi di Horudis i boyoon dot imam om i guru do Tourat do tumimung . Om uhoto' no dau iyolo' , “ Honggo kosusuon di Raja' di pinabatos mantad do Kinorohingan ? ” ka dau .	Tawamhã apito Erodi hã ma tô 'rã'õtõ , 'Re ĩhâimana u'âsi mono ma , da'ãma romhuri'wa ĩpire norĩ hã , duré ĩsimiroti na rob'ui'éré 'rata na dama rowahutu'wa norĩ hã te te sadanharĩ za'ra da : — E mame te za waptãrã , 'Re ĩhâimana u'âsi mono te te ĩpisudu hã , Danho'reptui'wa da . — Ãne te sadanharĩ za'ra .	roundtrip_source_to_pivot
roundtrip:dtp_Latn:15:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	xav_Latn	v5_target	15	And he got together all the chief priests and scribes of the people , questioning them as to where the birth-place of the Christ would be .	Tawamhã apito Erodi hã ma tô 'rã'õtõ , 'Re ĩhâimana u'âsi mono ma , da'ãma romhuri'wa ĩpire norĩ hã , duré ĩsimiroti na rob'ui'éré 'rata na dama rowahutu'wa norĩ hã te te sadanharĩ za'ra da : — E mame te za waptãrã , 'Re ĩhâimana u'âsi mono te te ĩpisudu hã , Danho'reptui'wa da . — Ãne te sadanharĩ za'ra .	roundtrip_english_to_pivot
roundtrip:dtp_Latn:16:src_eng	roundtrip	roundtrip_src_eng	dtp_Latn	eng_Latn	v5_target	16	Om simbar ka diyolo' , “ Hilo'd bandar do Baitlahim , i hilo'd pomogunan do Yudia . Tu' poingkaa tinulis do songulun o nabi ,	And they said to him , In Beth-lehem of Judaea ; for so it is said in the writings of the prophet ,	roundtrip_source_to_english
roundtrip:dtp_Latn:16:src_pivot	roundtrip	roundtrip_src_pivot	dtp_Latn	xav_Latn	v5_target	16	Om simbar ka diyolo' , “ Hilo'd bandar do Baitlahim , i hilo'd pomogunan do Yudia . Tu' poingkaa tinulis do songulun o nabi ,	Tawamhã ma ãma sada'âbâ za'ra : — Berẽ na 'ri nho'õmo nhisi ãma te za waptãrã , Zudeza na danhipti'a nho'õmo nhisi ãma . Duréihã 'Re ĩhâimana u'âsi mono zadawa wasu'u 'rata 'wa hã ma tô ãne na ãma rob'ui'éré siro , 'Re ĩhâimana u'âsi mono mreme na :	roundtrip_source_to_pivot
roundtrip:dtp_Latn:16:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	xav_Latn	v5_target	16	And they said to him , In Beth-lehem of Judaea ; for so it is said in the writings of the prophet ,	Tawamhã ma ãma sada'âbâ za'ra : — Berẽ na 'ri nho'õmo nhisi ãma te za waptãrã , Zudeza na danhipti'a nho'õmo nhisi ãma . Duréihã 'Re ĩhâimana u'âsi mono zadawa wasu'u 'rata 'wa hã ma tô ãne na ãma rob'ui'éré siro , 'Re ĩhâimana u'âsi mono mreme na :	roundtrip_english_to_pivot
roundtrip:dtp_Latn:17:src_eng	roundtrip	roundtrip_src_eng	dtp_Latn	eng_Latn	v5_target	17	‘ Baitlahim nopo , i hilo'd pomogunan do Yudia , om okon i' ko' it okoro' kopio dot id pogialatan di bandar dot angagayo do hilo' . Tu' Baitlahim no tadon do songulun o boyoon di sumiliu'd gompomogompi' dot Israil , i tulun ku , ’ ka . ”	You Beth-lehem , in the land of Judah , are not the least among the chiefs of Judah : out of you will come a ruler , who will be the keeper of my people Israel .	roundtrip_source_to_english
roundtrip:dtp_Latn:17:src_pivot	roundtrip	roundtrip_src_pivot	dtp_Latn	xav_Latn	v5_target	17	‘ Baitlahim nopo , i hilo'd pomogunan do Yudia , om okon i' ko' it okoro' kopio dot id pogialatan di bandar dot angagayo do hilo' . Tu' Baitlahim no tadon do songulun o boyoon di sumiliu'd gompomogompi' dot Israil , i tulun ku , ’ ka . ”	“ A norĩ wa'wa hã Berẽ ãma 're aihâimana za'ra wa'aba mono norĩ hã Zudaha nhihudu norĩ nhipti'ai ãma 're aihâimana za'ra wa'aba mono norĩ hã dama aiwapu na 're aihâimana za'ra wa'aba mono newa , te za oto dama asisi za'ẽtẽ na dama 're aihâimana u'âsi za'ra wa'aba mo . E marĩ wa . Tame danhib'apito da hã za poto wa , ĩ̱nhib'a'uwẽ norĩ hã te te 're ab'madâ'â pese mono da , Izarazéhé nhihudu norĩ hã . ” Ãne duréihã ma tô ãma rob'ui'éré siro , 'Re ĩhâimana u'âsi mono zadawa wasu'u'wa hã .	roundtrip_source_to_pivot
roundtrip:dtp_Latn:17:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	xav_Latn	v5_target	17	You Beth-lehem , in the land of Judah , are not the least among the chiefs of Judah : out of you will come a ruler , who will be the keeper of my people Israel .	“ A norĩ wa'wa hã Berẽ ãma 're aihâimana za'ra wa'aba mono norĩ hã Zudaha nhihudu norĩ nhipti'ai ãma 're aihâimana za'ra wa'aba mono norĩ hã dama aiwapu na 're aihâimana za'ra wa'aba mono newa , te za oto dama asisi za'ẽtẽ na dama 're aihâimana u'âsi za'ra wa'aba mo . E marĩ wa . Tame danhib'apito da hã za poto wa , ĩ̱nhib'a'uwẽ norĩ hã te te 're ab'madâ'â pese mono da , Izarazéhé nhihudu norĩ hã . ” Ãne duréihã ma tô ãma rob'ui'éré siro , 'Re ĩhâimana u'âsi mono zadawa wasu'u'wa hã .	roundtrip_english_to_pivot
roundtrip:dtp_Latn:18:src_eng	roundtrip	roundtrip_src_eng	dtp_Latn	eng_Latn	v5_target	18	Om koilo poddi i Horudis di boros do miagal diri , om pomolisok-lisok no iyau do minomolohou di tulun dit ongoilo diri . Om uhoto' no dau iyolo' ondung soira' kopio diyolo' kokito i rombituon diri .	Then Herod sent for the wise men privately , and put questions to them about what time the star had been seen .	roundtrip_source_to_english
roundtrip:dtp_Latn:18:src_pivot	roundtrip	roundtrip_src_pivot	dtp_Latn	xav_Latn	v5_target	18	Om koilo poddi i Horudis di boros do miagal diri , om pomolisok-lisok no iyau do minomolohou di tulun dit ongoilo diri . Om uhoto' no dau iyolo' ondung soira' kopio diyolo' kokito i rombituon diri .	Tawamhã Erodi hã ma tô sô tihârâ za'ra , bâtâ pusizém hawi ĩsihutu norĩ zô , pi'uriwi te te sadanharĩ za'ra da , ta norĩ hã : — E mahãna ma tô wasi hã watobro . — Ãne te sadanharĩ za'ra .	roundtrip_source_to_pivot
roundtrip:dtp_Latn:18:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	xav_Latn	v5_target	18	Then Herod sent for the wise men privately , and put questions to them about what time the star had been seen .	Tawamhã Erodi hã ma tô sô tihârâ za'ra , bâtâ pusizém hawi ĩsihutu norĩ zô , pi'uriwi te te sadanharĩ za'ra da , ta norĩ hã : — E mahãna ma tô wasi hã watobro . — Ãne te sadanharĩ za'ra .	roundtrip_english_to_pivot
roundtrip:dtp_Latn:19:src_eng	roundtrip	roundtrip_src_eng	dtp_Latn	eng_Latn	v5_target	19	Om suhuo' no dau iyolo' do minongoi do hilo'd Baitlahim om bilinai no dau iyolo' , “ Pamanau kou no , om ihumon no kopio dokoyu i tanak diri . Om abantalan nopondo dokoyu , om sunudan oku no , om koongoi oku i' iyoho' kotuku' dot id tanak diri , ” ka dau .	And he sent them to Beth-lehem and said , Go and make certain where the young child is ; and when you have seen him , let me have news of it , so that I may come and give him worship .	roundtrip_source_to_english
roundtrip:dtp_Latn:19:src_pivot	roundtrip	roundtrip_src_pivot	dtp_Latn	xav_Latn	v5_target	19	Om suhuo' no dau iyolo' do minongoi do hilo'd Baitlahim om bilinai no dau iyolo' , “ Pamanau kou no , om ihumon no kopio dokoyu i tanak diri . Om abantalan nopondo dokoyu , om sunudan oku no , om koongoi oku i' iyoho' kotuku' dot id tanak diri , ” ka dau .	Te te sadanharĩ za'ra pari , ma tô tãma rob'ru za'ra , Berẽ u si'aba'ré da . Ãne te duré tãma rob'ru za'ra : — Mo oto ai'aba'réi wa'aba , 'watébrémi zô asinharĩ pese za'ra wa'aba da . Sõpẽtẽ za'ra wa'aba wamhã , ma'ãpé apâ we asiwi ĩ̱po're pu'u aba za , te waihu'u da , ĩtẽme ĩ̱morĩ da duré wa hã , ãma ĩ̱wata da , ĩ̱zama . — Ãne ma tô tãma waihu'u za'ra , apito Erodi hã .	roundtrip_source_to_pivot
roundtrip:dtp_Latn:19:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	xav_Latn	v5_target	19	And he sent them to Beth-lehem and said , Go and make certain where the young child is ; and when you have seen him , let me have news of it , so that I may come and give him worship .	Te te sadanharĩ za'ra pari , ma tô tãma rob'ru za'ra , Berẽ u si'aba'ré da . Ãne te duré tãma rob'ru za'ra : — Mo oto ai'aba'réi wa'aba , 'watébrémi zô asinharĩ pese za'ra wa'aba da . Sõpẽtẽ za'ra wa'aba wamhã , ma'ãpé apâ we asiwi ĩ̱po're pu'u aba za , te waihu'u da , ĩtẽme ĩ̱morĩ da duré wa hã , ãma ĩ̱wata da , ĩ̱zama . — Ãne ma tô tãma waihu'u za'ra , apito Erodi hã .	roundtrip_english_to_pivot
roundtrip:dtp_Latn:20:src_eng	roundtrip	roundtrip_src_eng	dtp_Latn	eng_Latn	v5_target	20	Om pamanau noddi iyolo' . Om hiri noddid tanga'd ralan , om kokito no kawagu diyolo' i rombituon di nokito diyolo' di gulu po do minulai do ponong id koulayon . Om otood tomod diri iyolo' do nokokito di rombituon diri do hiri'd doburuan diyolo' . Om undorong no i rombituon do hiri'd hapak di nokoiyonon di tanak .	And after hearing the king , they went on their way ; and the star which they saw in the east went before them , till it came to rest over the place where the young child was .	roundtrip_source_to_english
roundtrip:dtp_Latn:20:src_pivot	roundtrip	roundtrip_src_pivot	dtp_Latn	xav_Latn	v5_target	20	Om pamanau noddi iyolo' . Om hiri noddid tanga'd ralan , om kokito no kawagu diyolo' i rombituon di nokito diyolo' di gulu po do minulai do ponong id koulayon . Om otood tomod diri iyolo' do nokokito di rombituon diri do hiri'd doburuan diyolo' . Om undorong no i rombituon do hiri'd hapak di nokoiyonon di tanak .	Tawamhã apito mreme te te wapari za'ra parimhã , robzabui'wa norĩ hã te oto ai'aba'ré , Berẽ u . Tawamhã bâdâdi na si'aba'réi ré , ma tô wasi hã 'madâ'â za'ra , tô õ hã tirob ãma ré te te ĩ'madâ'â za'ra hã . Te ĩsõwa timorĩ za'ra . Tawamhã ma tô oto mazazâ . 'Watébrémi ĩsãmrazém nho'õmoi baba , te oto za , wasi hã .	roundtrip_source_to_pivot
roundtrip:dtp_Latn:20:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	xav_Latn	v5_target	20	And after hearing the king , they went on their way ; and the star which they saw in the east went before them , till it came to rest over the place where the young child was .	Tawamhã apito mreme te te wapari za'ra parimhã , robzabui'wa norĩ hã te oto ai'aba'ré , Berẽ u . Tawamhã bâdâdi na si'aba'réi ré , ma tô wasi hã 'madâ'â za'ra , tô õ hã tirob ãma ré te te ĩ'madâ'â za'ra hã . Te ĩsõwa timorĩ za'ra . Tawamhã ma tô oto mazazâ . 'Watébrémi ĩsãmrazém nho'õmoi baba , te oto za , wasi hã .	roundtrip_english_to_pivot
roundtrip:dtp_Latn:21:src_eng	roundtrip	roundtrip_src_eng	dtp_Latn	eng_Latn	v5_target	21	Om suang no iyolo' do hiri'd walai'ddi , om kokito no diyolo' i tanak om i Maria , i tina' di tanak . Om otud no iyolo' do tuminuku' di tanak . Om ukabai no diyolo' i pinoiyanan di nigitan diyolo' , om popuhawango' no diyolo' o tamas , om kominyan om mur dot id tanak diri .	And they came into the house , and saw the young child with Mary , his mother ; and falling down on their faces they gave him worship ; and from their store they gave him offerings of gold , perfume , and spices .	roundtrip_source_to_english
roundtrip:dtp_Latn:21:src_pivot	roundtrip	roundtrip_src_pivot	dtp_Latn	xav_Latn	v5_target	21	Om suang no iyolo' do hiri'd walai'ddi , om kokito no diyolo' i tanak om i Maria , i tina' di tanak . Om otud no iyolo' do tuminuku' di tanak . Om ukabai no diyolo' i pinoiyanan di nigitan diyolo' , om popuhawango' no diyolo' o tamas , om kominyan om mur dot id tanak diri .	Tawamhã 'ri para u ma tô asisi . Sisisi wamhã , ma tô sabu za'ra 'watébrémi hã , ĩna ĩré sãmra ré , Mariza hã . Tawamhã hi'rãtitõ ma tô asimro , ãma wata za'ra da . Taha pari , ma tô 'ridawa za'ra , tinhimiro'wapézéb za'ra hã . Ma tô ãma sawi za'ra , tinhoprub za'ra zém na ; ẽtẽ'ubuzi pré oru hã , duré wedewati ĩsadaze hã , duré wedewati ĩsadaze si'u'ẽne hã . Taha na ma tô tãma tinhoprub za'ra .	roundtrip_source_to_pivot
roundtrip:dtp_Latn:21:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	xav_Latn	v5_target	21	And they came into the house , and saw the young child with Mary , his mother ; and falling down on their faces they gave him worship ; and from their store they gave him offerings of gold , perfume , and spices .	Tawamhã 'ri para u ma tô asisi . Sisisi wamhã , ma tô sabu za'ra 'watébrémi hã , ĩna ĩré sãmra ré , Mariza hã . Tawamhã hi'rãtitõ ma tô asimro , ãma wata za'ra da . Taha pari , ma tô 'ridawa za'ra , tinhimiro'wapézéb za'ra hã . Ma tô ãma sawi za'ra , tinhoprub za'ra zém na ; ẽtẽ'ubuzi pré oru hã , duré wedewati ĩsadaze hã , duré wedewati ĩsadaze si'u'ẽne hã . Taha na ma tô tãma tinhoprub za'ra .	roundtrip_english_to_pivot
roundtrip:dtp_Latn:22:src_eng	roundtrip	roundtrip_src_eng	dtp_Latn	eng_Latn	v5_target	22	Om poinsano' no iyolo'd Kinorohingan dot id suang do nipi dot a' gumuli' dot id di Horudis . Om uli' noddi iyolo' do minaya' do ralan do suwai .	And it was made clear to them by God in a dream that they were not to go back to Herod ; so they went into their country by another way .	roundtrip_source_to_english
roundtrip:dtp_Latn:22:src_pivot	roundtrip	roundtrip_src_pivot	dtp_Latn	xav_Latn	v5_target	22	Om poinsano' no iyolo'd Kinorohingan dot id suang do nipi dot a' gumuli' dot id di Horudis . Om uli' noddi iyolo' do minaya' do ralan do suwai .	Tawamhã rosawẽrẽ na ma tô 'Re ĩhâimana u'âsi mono hã tãma waihu'u za'ra , bâtâ pusizém hawi ĩsihutu norĩ ma , apâ si'aba'ré tõ da , Erodihi u . Taha wa , te bâdâdi amo na apâ ai'aba'ré , tirob u .	roundtrip_source_to_pivot
roundtrip:dtp_Latn:22:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	xav_Latn	v5_target	22	And it was made clear to them by God in a dream that they were not to go back to Herod ; so they went into their country by another way .	Tawamhã rosawẽrẽ na ma tô 'Re ĩhâimana u'âsi mono hã tãma waihu'u za'ra , bâtâ pusizém hawi ĩsihutu norĩ ma , apâ si'aba'ré tõ da , Erodihi u . Taha wa , te bâdâdi amo na apâ ai'aba'ré , tirob u .	roundtrip_english_to_pivot
roundtrip:dtp_Latn:23:src_eng	roundtrip	roundtrip_src_eng	dtp_Latn	eng_Latn	v5_target	23	Om kapamanau poddi i tulun dit ongoilo do komoyon do rombituon , om intalang no moloikat do Tuhan dot id suang do nipi di Yusup . Om boros ka di moloikat , “ Ihumon motindo di Horudis ilo tanak do maan dau patayo' . Nga' tungag nogi' om tanggayan no ilo tanak om ilo tina' dau do mogidu' , om mongoi do hilo'd Masir . Om mundorong nopondod hilo' do gisom do moro-boros kawagu oku diya' , ” ka .	And when they had gone , an angel of the Lord came to Joseph in a dream , saying , Get up and take the young child and his mother , and go into Egypt , and do not go from there till I give you word ; for Herod will be searching for the young child to put him to death .	roundtrip_source_to_english
roundtrip:dtp_Latn:23:src_pivot	roundtrip	roundtrip_src_pivot	dtp_Latn	xav_Latn	v5_target	23	Om kapamanau poddi i tulun dit ongoilo do komoyon do rombituon , om intalang no moloikat do Tuhan dot id suang do nipi di Yusup . Om boros ka di moloikat , “ Ihumon motindo di Horudis ilo tanak do maan dau patayo' . Nga' tungag nogi' om tanggayan no ilo tanak om ilo tina' dau do mogidu' , om mongoi do hilo'd Masir . Om mundorong nopondod hilo' do gisom do moro-boros kawagu oku diya' , ” ka .	Tawamhã aibâ norĩ si'aba'ré za'u si , ma tô hâiwa hawi Wanhib'apito ma romhuri'wa hã Zuzéhé ma sihâi'ré , sõtõ 'rowi . Ãne te tãma rowasu'u : — Apito Erodi hã ma tô dama rob'ru , ai'uté zô danhopré mono da , ĩsadawa para da te wĩrĩ da . Taha wa , te za oto ai'u . Ai'uté hã sa'ra na . Duré ĩna zama ĩré saprõni Ezitu u , tame a'â ĩré aimasisi aba da , dawi . Tawamhã apâ we ĩ'ane wa'aba zéb da hã , wa hã te aima ĩwaihu'uzéb zô si , te za asina asimipa . — Ãne ma tãma waihu'u , hâiwa ãma romhuri'wa hã .	roundtrip_source_to_pivot
roundtrip:dtp_Latn:23:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	xav_Latn	v5_target	23	And when they had gone , an angel of the Lord came to Joseph in a dream , saying , Get up and take the young child and his mother , and go into Egypt , and do not go from there till I give you word ; for Herod will be searching for the young child to put him to death .	Tawamhã aibâ norĩ si'aba'ré za'u si , ma tô hâiwa hawi Wanhib'apito ma romhuri'wa hã Zuzéhé ma sihâi'ré , sõtõ 'rowi . Ãne te tãma rowasu'u : — Apito Erodi hã ma tô dama rob'ru , ai'uté zô danhopré mono da , ĩsadawa para da te wĩrĩ da . Taha wa , te za oto ai'u . Ai'uté hã sa'ra na . Duré ĩna zama ĩré saprõni Ezitu u , tame a'â ĩré aimasisi aba da , dawi . Tawamhã apâ we ĩ'ane wa'aba zéb da hã , wa hã te aima ĩwaihu'uzéb zô si , te za asina asimipa . — Ãne ma tãma waihu'u , hâiwa ãma romhuri'wa hã .	roundtrip_english_to_pivot
roundtrip:dtp_Latn:24:src_eng	roundtrip	roundtrip_src_eng	dtp_Latn	eng_Latn	v5_target	24	Om tungag no i Yusup , om totuong iddi do tinanggayan dau i tanak om i tina' di tanak do minongoi do hilo'd Masir .	So he took the young child and his mother by night , and went into Egypt ;	roundtrip_source_to_english
roundtrip:dtp_Latn:24:src_pivot	roundtrip	roundtrip_src_pivot	dtp_Latn	xav_Latn	v5_target	24	Om tungag no i Yusup , om totuong iddi do tinanggayan dau i tanak om i tina' di tanak do minongoi do hilo'd Masir .	Tawamhã Zuzé hã ma tô udu . Utu wamhã , awa'awi ma tô ai'utére hã sa'ra . Ĩna hã ma tô ĩré saprõ barana , Ezitu u .	roundtrip_source_to_pivot
roundtrip:dtp_Latn:24:eng_pivot	roundtrip	roundtrip_eng_pivot	eng_Latn	xav_Latn	v5_target	24	So he took the young child and his mother by night , and went into Egypt ;	Tawamhã Zuzé hã ma tô udu . Utu wamhã , awa'awi ma tô ai'utére hã sa'ra . Ĩna hã ma tô ĩré saprõ barana , Ezitu u .	roundtrip_english_to_pivot
roundtrip:dtp_Latn:25:src_eng	roundtrip	roundtrip_src_eng	dtp_Latn	eng_Latn	v5_target	25	Om undorong nopoddi iyolo' do hilo'd Masir do gisom do napatai i Horudis . Om iyo noddi do nabayaan i pinoboros do Tuhan do pinolombus di nabi dau do poingkaa , “ Lohowon ku i Tanak ku do mantad hilo'd Masir , ” ka .	And was there till the death of Herod ; so that the word of the Lord through the prophet might come true , Out of Egypt have I sent for my son .	roundtrip_source_to_english
