task	language_script	group	source	status
NER	lav_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	bos_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	epo_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	cat_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	tha_Thai	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	ukr_Cyrl	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	tgl_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	sin_Sinh	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	gle_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	hin_Deva	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	kor_Hang	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	urd_Arab	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	swa_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	sqi_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	bel_Cyrl	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	afr_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	nno_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	tat_Cyrl	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	ast_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	mon_Cyrl	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	msa_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	som_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	srp_Cyrl	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	mlg_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	arz_Arab	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	tam_Taml	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	uzb_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	cos_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	als_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	amh_Ethi	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	sun_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	war_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	div_Thaa	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	yor_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	fao_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	bak_Cyrl	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	ilo_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	mri_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	asm_Beng	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	ibo_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	kin_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	hye_Armn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	oci_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	lin_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	kir_Cyrl	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	nep_Deva	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	cym_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	lat_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	kat_Geor	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	fry_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	mya_Mymr	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	nds_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	pnb_Arab	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	ckb_Arab	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	chv_Cyrl	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	que_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	bre_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	pus_Arab	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	che_Cyrl	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	oss_Cyrl	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	nan_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	lim_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	tuk_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	min_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	khm_Khmr	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	jav_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	vec_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	jpn_Jpan	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	snd_Arab	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	yue_Hani	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	sco_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	ori_Orya	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	arg_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	kur_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	bar_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	roh_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	aym_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	sah_Cyrl	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	lmo_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	ido_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	vol_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	uig_Arab	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	bod_Tibt	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	pms_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	wuu_Hani	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	yid_Hebr	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	scn_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	ina_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	xmf_Geor	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	san_Deva	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	gla_Latn	head	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	mwl_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	diq_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	cbk_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	szl_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	hsb_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	vls_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	mhr_Cyrl	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	grn_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	lzh_Hani	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	mzn_Arab	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	nap_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	ace_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	frr_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	eml_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	vep_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	sgs_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	lij_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	crh_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	ksh_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	zea_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	csb_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	jbo_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	bih_Deva	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	ext_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
NER	fur_Latn	tail	evaluation/tagging/ner_lang_list.txt	exact_matches_user_table
POS	mal_Mlym	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	ben_Beng	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	tel_Telu	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	mlt_Latn	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	fra_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	spa_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	eng_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	rus_Cyrl	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	deu_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	tur_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	mar_Deva	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	por_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	nld_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	ara_Arab	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	zho_Hani	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	ita_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	ind_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	ell_Grek	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	bul_Cyrl	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	swe_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	ces_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	isl_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	pol_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	ron_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	dan_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	hun_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	srp_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	fas_Arab	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	ceb_Latn	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	heb_Hebr	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	hrv_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	glg_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	fin_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	slv_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	vie_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	slk_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	nor_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	est_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	eus_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	lit_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	kaz_Cyrl	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	lav_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	cat_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	tha_Thai	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	ukr_Cyrl	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	tgl_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	sin_Sinh	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	gle_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	hin_Deva	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	kor_Hang	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	urd_Arab	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	sqi_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	bel_Cyrl	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	afr_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	tat_Cyrl	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	tam_Taml	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	amh_Ethi	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	yor_Latn	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	fao_Latn	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	hye_Armn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	cym_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	lat_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	nds_Latn	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	bre_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	hyw_Armn	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	jav_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	jpn_Jpan	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	yue_Hani	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	gsw_Latn	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	sah_Cyrl	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	uig_Arab	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	kmr_Latn	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	pcm_Latn	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	quc_Latn	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	san_Deva	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	gla_Latn	head	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	wol_Latn	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	sme_Latn	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	hsb_Latn	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	grc_Grek	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	hbo_Hebr	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	grn_Latn	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	lzh_Hani	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	ajp_Arab	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	nap_Latn	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	aln_Latn	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	glv_Latn	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	lij_Latn	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	myv_Cyrl	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	bam_Latn	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
POS	xav_Latn	tail	evaluation/tagging/pos_lang_list.txt	exact_matches_user_table
Roundtrip Alignment	afr_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	amh_Ethi	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	arb_Arab	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	asm_Beng	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	azb_Arab	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	bel_Cyrl	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	bre_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	bul_Cyrl	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	cat_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	ces_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	cmn_Hani	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	cym_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	dan_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	deu_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	ell_Grek	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	epo_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	eus_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	fil_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	fin_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	fra_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	fry_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	gla_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	gle_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	guj_Gujr	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	hau_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	heb_Hebr	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	hin_Deva	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	hrv_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	hun_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	hye_Armn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	ind_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	isl_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	ita_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	jav_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	kan_Knda	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	kat_Geor	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	kaz_Cyrl	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	khm_Khmr	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	kir_Cyrl	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	kor_Hang	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	lat_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	lit_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	mal_Mlym	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	mar_Deva	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	mkd_Cyrl	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	mya_Mymr	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	nep_Deva	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	nld_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	pan_Guru	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	pes_Arab	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	pol_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	por_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	prs_Arab	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	ron_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	san_Deva	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	san_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	sin_Sinh	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	slk_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	slv_Latn	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
Roundtrip Alignment	snd_Arab	local_v5.1_materialized	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/roundtrip_alignment	local_available_not_original_table_universe
