task	language_script	group	unit	has_data	train_count	dev_count	test_count	pair_or_sample_count	source_path	notes
retrieval_tatoeba	cmn_Hani	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	est_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	bre_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	hrv_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	ron_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	ell_Grek	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	slk_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	vie_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	amh_Ethi	head	aligned sentence pairs	yes	0	0	168	168	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=168;eng_lines=168
retrieval_tatoeba	epo_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	bel_Cyrl	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	xho_Latn	head	aligned sentence pairs	yes	0	0	142	142	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=142;eng_lines=142
retrieval_tatoeba	hin_Deva	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	tam_Taml	head	aligned sentence pairs	yes	0	0	307	307	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=307;eng_lines=307
retrieval_tatoeba	mon_Cyrl	head	aligned sentence pairs	yes	0	0	440	440	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=440;eng_lines=440
retrieval_tatoeba	ces_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	hye_Armn	head	aligned sentence pairs	yes	0	0	742	742	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=742;eng_lines=742
retrieval_tatoeba	isl_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	afr_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	deu_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	urd_Arab	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	bul_Cyrl	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	tgl_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	eus_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	pol_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	lat_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	tur_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	fra_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	cat_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	uig_Arab	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	sqi_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	swh_Latn	head	aligned sentence pairs	yes	0	0	390	390	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=390;eng_lines=390
retrieval_tatoeba	kor_Hang	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	ukr_Cyrl	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	yid_Hebr	head	aligned sentence pairs	yes	0	0	848	848	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=848;eng_lines=848
retrieval_tatoeba	heb_Hebr	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	nld_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	fry_Latn	head	aligned sentence pairs	yes	0	0	173	173	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=173;eng_lines=173
retrieval_tatoeba	glg_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	mkd_Cyrl	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	ind_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	por_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	spa_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	dan_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	khm_Khmr	head	aligned sentence pairs	yes	0	0	722	722	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=722;eng_lines=722
retrieval_tatoeba	gla_Latn	head	aligned sentence pairs	yes	0	0	829	829	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=829;eng_lines=829
retrieval_tatoeba	kat_Geor	head	aligned sentence pairs	yes	0	0	746	746	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=746;eng_lines=746
retrieval_tatoeba	ita_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	cym_Latn	head	aligned sentence pairs	yes	0	0	575	575	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=575;eng_lines=575
retrieval_tatoeba	srp_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	tha_Thai	head	aligned sentence pairs	yes	0	0	548	548	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=548;eng_lines=548
retrieval_tatoeba	swe_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	pes_Arab	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	kaz_Cyrl	head	aligned sentence pairs	yes	0	0	575	575	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=575;eng_lines=575
retrieval_tatoeba	kur_Latn	head	aligned sentence pairs	yes	0	0	410	410	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=410;eng_lines=410
retrieval_tatoeba	mal_Mlym	head	aligned sentence pairs	yes	0	0	687	687	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=687;eng_lines=687
retrieval_tatoeba	gle_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	lit_Latn	head	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	zsm_Latn	target	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	aze_Latn	target	aligned sentence pairs	yes	0	0	1000	1000	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=1000;eng_lines=1000
retrieval_tatoeba	bos_Latn	target	aligned sentence pairs	yes	0	0	354	354	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_tatoeba	src_lines=354;eng_lines=354
retrieval_bible	mya_Mymr	head	aligned verse pairs	yes	0	0	7912	7912	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7912;src_lines=7912;eng_lines=7912
retrieval_bible	mar_Deva	head	aligned verse pairs	yes	0	0	7898	7898	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7898;src_lines=7898;eng_lines=7898
retrieval_bible	hau_Latn	head	aligned verse pairs	yes	0	0	7940	7940	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7940;src_lines=7940;eng_lines=7940
retrieval_bible	uzb_Latn	head	aligned verse pairs	yes	0	0	7917	7917	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7917;src_lines=7917;eng_lines=7917
retrieval_bible	slv_Latn	head	aligned verse pairs	yes	0	0	7939	7939	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7939;src_lines=7939;eng_lines=7939
retrieval_bible	fin_Latn	head	aligned verse pairs	yes	0	0	7941	7941	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7941;src_lines=7941;eng_lines=7941
retrieval_bible	hun_Latn	head	aligned verse pairs	yes	0	0	7936	7936	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7936;src_lines=7936;eng_lines=7936
retrieval_bible	cmn_Hani	head	aligned verse pairs	yes	0	0	7916	7916	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7916;src_lines=7916;eng_lines=7916
retrieval_bible	bre_Latn	head	aligned verse pairs	yes	0	0	7935	7935	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7935;src_lines=7935;eng_lines=7935
retrieval_bible	hrv_Latn	head	aligned verse pairs	yes	0	0	7940	7940	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7940;src_lines=7940;eng_lines=7940
retrieval_bible	jav_Latn	head	aligned verse pairs	yes	0	0	7938	7938	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7938;src_lines=7938;eng_lines=7938
retrieval_bible	ron_Latn	head	aligned verse pairs	yes	0	0	7940	7940	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7940;src_lines=7940;eng_lines=7940
retrieval_bible	ell_Grek	head	aligned verse pairs	yes	0	0	7941	7941	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7941;src_lines=7941;eng_lines=7941
retrieval_bible	slk_Latn	head	aligned verse pairs	yes	0	0	7939	7939	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7939;src_lines=7939;eng_lines=7939
retrieval_bible	vie_Latn	head	aligned verse pairs	yes	0	0	7935	7935	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7935;src_lines=7935;eng_lines=7935
retrieval_bible	amh_Ethi	head	aligned verse pairs	yes	0	0	7642	7642	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7642;src_lines=7642;eng_lines=7642
retrieval_bible	epo_Latn	head	aligned verse pairs	yes	0	0	7941	7941	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7941;src_lines=7941;eng_lines=7941
retrieval_bible	bel_Cyrl	head	aligned verse pairs	yes	0	0	7940	7940	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7940;src_lines=7940;eng_lines=7940
retrieval_bible	xho_Latn	head	aligned verse pairs	yes	0	0	7814	7814	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7814;src_lines=7814;eng_lines=7814
retrieval_bible	hin_Deva	head	aligned verse pairs	yes	0	0	7902	7902	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7902;src_lines=7902;eng_lines=7902
retrieval_bible	tam_Taml	head	aligned verse pairs	yes	0	0	7894	7894	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7894;src_lines=7894;eng_lines=7894
retrieval_bible	ces_Latn	head	aligned verse pairs	yes	0	0	7289	7289	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7289;src_lines=7289;eng_lines=7289
retrieval_bible	san_Deva	head	aligned verse pairs	yes	0	0	7712	7712	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7712;src_lines=7712;eng_lines=7712
retrieval_bible	hye_Armn	head	aligned verse pairs	yes	0	0	3732	3732	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=3732;src_lines=3732;eng_lines=3732
retrieval_bible	kan_Knda	head	aligned verse pairs	yes	0	0	7831	7831	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7831;src_lines=7831;eng_lines=7831
retrieval_bible	isl_Latn	head	aligned verse pairs	yes	0	0	7874	7874	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7874;src_lines=7874;eng_lines=7874
retrieval_bible	afr_Latn	head	aligned verse pairs	yes	0	0	7939	7939	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7939;src_lines=7939;eng_lines=7939
retrieval_bible	deu_Latn	head	aligned verse pairs	yes	0	0	7939	7939	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7939;src_lines=7939;eng_lines=7939
retrieval_bible	urd_Arab	head	aligned verse pairs	yes	0	0	7894	7894	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7894;src_lines=7894;eng_lines=7894
retrieval_bible	bul_Cyrl	head	aligned verse pairs	yes	0	0	7941	7941	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7941;src_lines=7941;eng_lines=7941
retrieval_bible	tgl_Latn	head	aligned verse pairs	yes	0	0	7941	7941	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7941;src_lines=7941;eng_lines=7941
retrieval_bible	eus_Latn	head	aligned verse pairs	yes	0	0	7852	7852	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7852;src_lines=7852;eng_lines=7852
retrieval_bible	pol_Latn	head	aligned verse pairs	yes	0	0	7934	7934	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7934;src_lines=7934;eng_lines=7934
retrieval_bible	lat_Latn	head	aligned verse pairs	yes	0	0	7939	7939	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7939;src_lines=7939;eng_lines=7939
retrieval_bible	tur_Latn	head	aligned verse pairs	yes	0	0	7457	7457	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7457;src_lines=7457;eng_lines=7457
retrieval_bible	fra_Latn	head	aligned verse pairs	yes	0	0	7941	7941	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7941;src_lines=7941;eng_lines=7941
retrieval_bible	cat_Latn	head	aligned verse pairs	yes	0	0	7936	7936	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7936;src_lines=7936;eng_lines=7936
retrieval_bible	uig_Arab	head	aligned verse pairs	yes	0	0	7838	7838	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7838;src_lines=7838;eng_lines=7838
retrieval_bible	arb_Arab	head	aligned verse pairs	yes	0	0	7940	7940	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7940;src_lines=7940;eng_lines=7940
retrieval_bible	sqi_Latn	head	aligned verse pairs	yes	0	0	7941	7941	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7941;src_lines=7941;eng_lines=7941
retrieval_bible	sin_Sinh	head	aligned verse pairs	yes	0	0	7941	7941	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7941;src_lines=7941;eng_lines=7941
retrieval_bible	swh_Latn	head	aligned verse pairs	yes	0	0	7941	7941	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7941;src_lines=7941;eng_lines=7941
retrieval_bible	kor_Hang	head	aligned verse pairs	yes	0	0	7938	7938	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7938;src_lines=7938;eng_lines=7938
retrieval_bible	ukr_Cyrl	head	aligned verse pairs	yes	0	0	7940	7940	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7940;src_lines=7940;eng_lines=7940
retrieval_bible	kir_Cyrl	head	aligned verse pairs	yes	0	0	7841	7841	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7841;src_lines=7841;eng_lines=7841
retrieval_bible	heb_Hebr	head	aligned verse pairs	yes	0	0	7714	7714	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7714;src_lines=7714;eng_lines=7714
retrieval_bible	nld_Latn	head	aligned verse pairs	yes	0	0	7939	7939	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7939;src_lines=7939;eng_lines=7939
retrieval_bible	fry_Latn	head	aligned verse pairs	yes	0	0	7939	7939	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7939;src_lines=7939;eng_lines=7939
retrieval_bible	azb_Arab	head	aligned verse pairs	yes	0	0	7908	7908	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7908;src_lines=7908;eng_lines=7908
retrieval_bible	mkd_Cyrl	head	aligned verse pairs	yes	0	0	7940	7940	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7940;src_lines=7940;eng_lines=7940
retrieval_bible	ind_Latn	head	aligned verse pairs	yes	0	0	7939	7939	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7939;src_lines=7939;eng_lines=7939
retrieval_bible	por_Latn	head	aligned verse pairs	yes	0	0	5917	5917	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=5917;src_lines=5917;eng_lines=5917
retrieval_bible	spa_Latn	head	aligned verse pairs	yes	0	0	7910	7910	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7910;src_lines=7910;eng_lines=7910
retrieval_bible	dan_Latn	head	aligned verse pairs	yes	0	0	7941	7941	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7941;src_lines=7941;eng_lines=7941
retrieval_bible	khm_Khmr	head	aligned verse pairs	yes	0	0	7868	7868	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7868;src_lines=7868;eng_lines=7868
retrieval_bible	gla_Latn	head	aligned verse pairs	yes	0	0	7931	7931	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7931;src_lines=7931;eng_lines=7931
retrieval_bible	uig_Latn	head	aligned verse pairs	yes	0	0	7838	7838	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7838;src_lines=7838;eng_lines=7838
retrieval_bible	kat_Geor	head	aligned verse pairs	yes	0	0	4868	4868	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=4868;src_lines=4868;eng_lines=4868
retrieval_bible	snd_Arab	head	aligned verse pairs	yes	0	0	7921	7921	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7921;src_lines=7921;eng_lines=7921
retrieval_bible	ita_Latn	head	aligned verse pairs	yes	0	0	7933	7933	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7933;src_lines=7933;eng_lines=7933
retrieval_bible	cym_Latn	head	aligned verse pairs	yes	0	0	7940	7940	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7940;src_lines=7940;eng_lines=7940
retrieval_bible	srp_Latn	head	aligned verse pairs	yes	0	0	7941	7941	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7941;src_lines=7941;eng_lines=7941
retrieval_bible	tha_Thai	head	aligned verse pairs	yes	0	0	7941	7941	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7941;src_lines=7941;eng_lines=7941
retrieval_bible	swe_Latn	head	aligned verse pairs	yes	0	0	7937	7937	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7937;src_lines=7937;eng_lines=7937
retrieval_bible	pan_Guru	head	aligned verse pairs	yes	0	0	7889	7889	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7889;src_lines=7889;eng_lines=7889
retrieval_bible	prs_Arab	head	aligned verse pairs	yes	0	0	7939	7939	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7939;src_lines=7939;eng_lines=7939
retrieval_bible	pes_Arab	head	aligned verse pairs	yes	0	0	7891	7891	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7891;src_lines=7891;eng_lines=7891
retrieval_bible	san_Latn	head	aligned verse pairs	yes	0	0	7712	7712	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7712;src_lines=7712;eng_lines=7712
retrieval_bible	kaz_Cyrl	head	aligned verse pairs	yes	0	0	7915	7915	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7915;src_lines=7915;eng_lines=7915
retrieval_bible	mal_Mlym	head	aligned verse pairs	yes	0	0	7938	7938	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7938;src_lines=7938;eng_lines=7938
retrieval_bible	nep_Deva	head	aligned verse pairs	yes	0	0	7922	7922	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7922;src_lines=7922;eng_lines=7922
retrieval_bible	gle_Latn	head	aligned verse pairs	yes	0	0	7941	7941	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7941;src_lines=7941;eng_lines=7941
retrieval_bible	som_Latn	head	aligned verse pairs	yes	0	0	7941	7941	/home/axt/mnt2/jongha/v5_1_glot50010/eval_data_download/retrieval_bible	shared_verses=7941;src_lines=7941;eng_lines=7941
